,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Access to parallel computing,A_Production use case,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Number of kernels used,A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Usage of one-hot encoding for cat. features,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG (Gradient based),D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_Fabolas,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Access to parallel computing,del_Production use case,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Number of kernels used,del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Usage of one-hot encoding for cat. features,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
134,,,,,,yes,,,,25,>90000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,,,,,,,,,0.33333,,0.33333,,0.33333,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
135,,,,,,yes,,,,25,1.0:150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
136,,,,,,yes,,,,25,>150000,Convolutional Neural Net,,yes,,4.0:10,no,"[continuous, discrete]",,,Image Data,1000.0:100000,>4,,Offline,Multiclass Classification,Image Recognition,,,,,0.50000,,,,,,,,,,0.50000,,,,,,,,,0.14181352511813955,,,,1.5599487762995352,3.899871940748838,0.43331910452764866,,0.2516046413386347,,0.11142491259282394,0.08571147122524919,0.18570818765470656,,,0.14716497889618255,0.11999605971534887,0.41051283586829873,,0.0722198507546081,0.11999605971534887,0.13928114074102993,
137,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,
138,,,,,,,,,,,1.0:86400,,no,,,,no,[continuous],,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,2.9074690598879207,,2.725752243644926,,,,0.4792531417397672,1.362876121822463,,,,,,,,,,
139,,,,,,,,,,,,,no,,,>10,yes,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,5.892556509887896,,,3.771236166328254,3.771236166328254,,,,,,,,,,,
140,,,,,,,,,,,>86400,,yes,,,,,[continuous],,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,2.3018618587143567,,0.21922493892517683,,,,,0.1438663661696473,,,,,,,,,,
141,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,.0,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,1.0:7200,,,,,,,,,,,,,,,,,0.16667,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.08,,,,,0.08,0.08,0.08,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,7200.0:172800,,,,,,,,,,,,,,,,,0.07143,0.07143,,,,0.07143,0.07143,0.07143,,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,0.07143,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,>100000,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.6119277276895674,,2.114417684320126,,,,,,,,,4.440277137072265,,,,,,
163,,,,,,,,,,,1.0:172800,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,10.499999999999998,,8.499999999999998,,,,,,,,,,,,,,,
164,,,,,,,,,,,1.0:172801,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
165,,,,,,,,,,,1.0:172802,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
166,,,,,,,,,,,1.0:172803,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
167,,,,,,,,,,,1.0:172804,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
168,,,,,,,,,,,1.0:172805,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16667,0.16667,0.16667,0.16667,0.16667,0.16667,,,,,,,,,,,2.1,,0.09999999999999999,,,,,,,,,,,,,,,
169,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,0.33333,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,0.25000,0.25000,0.25000,,0.25000,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,0.11111,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,,0.11111,,,0.11111,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.20000,,,,0.20000,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
184,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
185,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
186,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
187,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
188,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
189,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.25000,,,,,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
190,,,,,,no,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,0.25000,,0.25000,,,,,,,0.25000,,,0.25000,,,,,,,1.7000000000000002,,,,,3.7,,,,,,,,,,,,,,,,,
191,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,,,,,,,0.14286,0.14286,0.14286,,,,,,,,,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,,,,,,,0.33333,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
199,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
200,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
201,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
202,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
203,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
204,,,,,,yes,,,,,>7200,,,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,0.29166666666666663,,,,,2.2916666666666665,,,,,,,,,,,,,,,,,
205,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,0.20000,0.20000,,,,,,,,,,,0.20000,0.20000,,,0.20000,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
206,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
207,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
208,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
209,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
210,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333,0.33333,,,0.33333,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
211,,,,,,yes,,,,,1.0:172800,,,,,,,,,,,,,,,,,,0.25000,,,,,,,,,,,0.25000,0.25000,,,0.25000,,,,,,,0.8947368421052632,,,,,2.8947368421052633,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.33333,0.33333,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,0.11111,0.11111,,,0.11111,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.16667,,,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,0.14286,0.14286,0.14286,,,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,0.16667,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.20000,,0.20000,,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
223,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
224,,,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.33333,0.33333,,,,,,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
227,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
228,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
231,medium,medium,,,,no,,,,,1.0:86400,Convolutional Neural Net,no,,,,,,,,Image Data,>50000,,yes,,Multiclass Classification,Image Recognition,0.50000,0.25000,0.25000,,,,,,,,,,,,,,,,1.1948434979043678,0.3258664085193731,,,,0.09687920253278659,,,,,0.23896869958087358,0.19914058298406132,0.22403315585706898,,,,,,,,0.06763265082477554,3.5845304937131037,,0.25603789240807884,,0.0551466229802016,0.06400947310201971,
232,high,high,,,Linux,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,>100000,,yes,,Object Detection,Object Detection,0.20000,,0.40000,0.40000,,,,,,,,,,,,,,,0.14030393535816255,0.3117865230181389,,,1.4030393535816252,0.05101961285751364,,,,,1.4030393535816252,0.15589326150906946,0.17537991919770315,,,,,,,,0.05294488126723114,0.2806078707163251,,0.2004341933688036,,2.8060787071632505,2.8060787071632505,
233,high,low,,,,yes,,,,,>1296000,Convolutional Neural Net,no,,,,,,,,Image Data,,,yes,,Multiclass Classification,Image Recognition,0.20000,,,0.10000,0.10000,,,,,,,,,,0.40000,,0.20000,,0.2694700822526014,2.694700822526014,,,,0.09798912081912778,,,,,2.694700822526014,0.29941120250289044,0.33683760281575176,,,,,,,,0.10168682349154769,,,0.3849572603608591,,0.08291387146233889,0.09623931509021477,
234,high,medium,no,yes,Windows,no,Process Parameter Prediction,,>200,,>172800,LSTM,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,0.23847068964954782,0.4335830720900869,0.794902298831826,0.397451149415913,1.192353448247739,0.12890307548624205,0.529934865887884,,1.589804597663652,,1.589804597663652,4.769413792990956,0.29808836206193473,,1.192353448247739,,,0.4335830720900869,,,0.794902298831826,1.192353448247739,0.11632716568270625,0.34067241378506824,0.6813448275701365,0.264967432943942,0.4335830720900869,
235,medium,medium,no,yes,Windows,no,Predictive Quality,,,,7200.0:172800,Random Forest,yes,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,no,offline,Binary Classification,Time Series Prediction,0.20000,,,,,,0.20000,,0.20000,,,,,0.20000,,,0.20000,,2.825600339653941,0.7706182744510749,1.4128001698269705,0.7064000849134853,2.119200254740456,0.22910273024221148,0.32603080842160864,,,,0.8476801018961825,0.4986353540565779,0.4036571913791345,0.2734451941600588,2.119200254740456,,,0.7706182744510749,,,1.4128001698269705,4.238400509480912,0.20675124436492254,1.4128001698269705,1.2109715741374034,0.32603080842160864,0.7706182744510749,
236,medium,medium,no,yes,Windows,no,Predictive Maintenance,,,,>172800,Random Forest,no,yes,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Multi-class Classification,,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,2.6170995473169296,0.7137544219955263,1.3085497736584648,0.6542748868292324,1.9628246604876973,0.21219726059326458,0.37387136390241854,,,,2.6170995473169296,0.46184109658534056,0.49070616512192433,0.2532676981274448,1.9628246604876973,,,0.7137544219955263,,,1.3085497736584648,1.9628246604876973,0.19149508882806804,0.5608070458536277,1.1216140917072555,3.9256493209753947,,
237,high,medium,no,yes,linux,yes,Predictive Quality,,,,7200.0:172800,XGBoost,no,,no,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,>4,yes,offline,Multi-class Classification,,0.25000,,,,,,,,0.25000,,,,,0.25000,,,0.25000,,0.2202511558627219,0.4004566470231307,0.7341705195424063,0.36708525977120315,4.405023117254438,0.08009132940462614,0.1694239660482476,,,,0.4405023117254438,0.48944701302827087,0.2753139448284024,,1.1012557793136095,,,0.4004566470231307,,,0.7341705195424063,1.1012557793136095,0.23184332196075988,0.314644508375317,0.629289016750634,2.202511558627219,,
238,high,medium,no,no,Windows,no,Process Design,,>200,,7200.0:172800,Random Forest,yes,yes,,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,yes,offline,Binary Classification,,0.33333,0.33333,,,,,,,0.33333,,,,,,,,,,0.17130363224010933,0.3114611495274715,0.571012107467031,3.4260726448021863,0.8565181612005466,0.09259655796762666,3.4260726448021863,,1.142024214934062,,0.34260726448021867,0.20153368498836388,0.16314631641915173,0.11051847241297375,,,,0.3114611495274715,,,0.571012107467031,1.7130363224010932,0.08356274743419967,0.24471947462872756,0.4894389492574551,0.1317720248000841,,
239,high,high,no,yes,Linux,yes,Process Parameter Prediction,,>200,,>172800,Gradient Boosting Machine,no,,,,yes,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,offline,Regression,Time Series Prediction,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,0.22466245452194938,0.49924989893766525,0.7488748484064979,0.37443742420324894,2.2466245452194937,0.08169543800798158,0.49924989893766525,,1.4977496968129957,,1.4977496968129957,4.4932490904389875,0.2808280681524367,,,,0.1797299636175595,0.40847719003990796,,,0.7488748484064979,1.1233122726097469,0.10959144123021922,0.32094636360278483,0.6418927272055697,0.24962494946883262,0.40847719003990796,
240,,,,,,,,,,,,,yes,,,,,,,,,>100000,1.0:4,yes,offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,,,,,,,,,,,,,1.3152343625490193,,,,,,,,,2.761992161352941,0.6736566247202295,1.972851543823529,3.945703087647058,1.5344400896405226,2.51090196486631,
241,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,0.14286,,,0.14286,0.14286,0.14286,,0.14286,,,0.14286,,,0.14286,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
